Country	Date	SSID	Site Name	Site Type	Classification	Households	Individuals
Zimbabwe	31/03/2021		Muquabaniso	Original home			1008
Zimbabwe	31/03/2021		Mabeure	Host Family/Community accomodation			855
Zimbabwe	31/03/2021		Ward 13 villages	Original home			3334
Zimbabwe	31/03/2021		Mabeure	Original home			130
Zimbabwe	31/03/2021		Machowiro	Host Family/Community accomodation			120
Zimbabwe	31/03/2021		munasi	Original home			6
Zimbabwe	31/03/2021		Mundanda	Host Family/Community accomodation			9
Zimbabwe	31/03/2021		Marufu	Original home			8
Zimbabwe	31/03/2021		Mariseta	Host Family/Community accomodation			7
Zimbabwe	31/03/2021		Kondo	Host Family/Community accomodation			65
Zimbabwe	31/03/2021		Ward 16 villages	Original home			194
Zimbabwe	31/03/2021		Betura	Original home			41
Zimbabwe	31/03/2021		Muswera Village 5	Original home			6
Zimbabwe	31/03/2021		Mutsokore	Original home			10
Zimbabwe	31/03/2021		Maingeni village 6	Original home			12
Zimbabwe	31/03/2021		Ngangandhlovhu	Original home			5
Zimbabwe	31/03/2021		Tazviona	Original home			1236
Zimbabwe	31/03/2021		Village T	Original home			12
Zimbabwe	31/03/2021		Village S1	Host Family/Community accomodation			63
Zimbabwe	31/03/2021		Village F	Host Family/Community accomodation			95
Zimbabwe	31/03/2021		Ward 18 villages	Original home			164
Zimbabwe	31/03/2021		Muradzikwa	Original home			328
Zimbabwe	31/03/2021		Musimbo	Host Family/Community accomodation			77
Zimbabwe	31/03/2021		Mandaa	Host Family/Community accomodation			342
Zimbabwe	31/03/2021		Masheedze	Original home			153
Zimbabwe	31/03/2021		Chimiro	Host Family/Community accomodation			68
Zimbabwe	31/03/2021		Corner clinic	Original home			13
Zimbabwe	31/03/2021		Nyerere	Original home			94
Zimbabwe	31/03/2021		Mariga	Host Family/Community accomodation			10
Zimbabwe	31/03/2021		Mukuyu manzvire	Host Family/Community accomodation			52
Zimbabwe	31/03/2021		Masosote B	Original home			222
Zimbabwe	31/03/2021		Tafuka	Original home			223
Zimbabwe	31/03/2021		Chisavanye	Original home			118
Zimbabwe	31/03/2021		Ward 22 villages	Original home			435
Zimbabwe	31/03/2021		Kubatana village	Original home			125
Zimbabwe	31/03/2021		Mhlangavadzimu	Original home			136
Zimbabwe	31/03/2021		Tongaii	Original home			10
Zimbabwe	31/03/2021		Takunda A	Original home			65
Zimbabwe	31/03/2021		Madhuku 1	Original home			7
Zimbabwe	31/03/2021		madhuku 2	Original home			12
Zimbabwe	31/03/2021		Mwanyisa	Host Family/Community accomodation			17
Zimbabwe	31/03/2021		Mahachi	Original home			30
Zimbabwe	31/03/2021		Gombati B	Original home			7
Zimbabwe	31/03/2021		Ngatitonge	Original home			32
Zimbabwe	31/03/2021		Masunde	Host Family/Community accomodation			25
Zimbabwe	31/03/2021		Konjana	Host Family/Community accomodation			100
Zimbabwe	31/03/2021		Tanzwa1	Original home			106
Zimbabwe	31/03/2021		Musaonyerwa	Original home			19
Zimbabwe	31/03/2021		Mambarangwa	Original home			65
Zimbabwe	31/03/2021		Mandhleyeni	Host Family/Community accomodation			70
Zimbabwe	31/03/2021		Vhenekai	Original home			79
Zimbabwe	31/03/2021		Chindukumire	Original home			198
Zimbabwe	31/03/2021		Ward 27 villages	Original home			1124
Zimbabwe	31/03/2021		Rujeko	Original home			79
Zimbabwe	31/03/2021		Matevera	Original home			68
Zimbabwe	31/03/2021		Garahwa	Original home			88
Zimbabwe	31/03/2021		Chinyamukwakwa	Original home			2250
Zimbabwe	31/03/2021		Bhohani	Original home			136
Zimbabwe	31/03/2021		Maparadze	Original home			202
Zimbabwe	31/03/2021		Mutechana	Original home			38
Zimbabwe	31/03/2021		Chingele	Original home			7
Zimbabwe	31/03/2021		Mwanamuni	Original home			5
Zimbabwe	31/03/2021		Mudenga	Original home			5
Zimbabwe	02/05/2021						
Zimbabwe	29/04/2021					36	180
Zimbabwe	29/04/2021					10	50
Zimbabwe	03/05/2021					1	5
Zimbabwe	29/04/2021					5	25
Zimbabwe	29/04/2021					5	10
Zimbabwe	01/05/2021						
Zimbabwe	03/05/2021					65	325
Zimbabwe	03/05/2021					1	4
Zimbabwe	30/04/2021					45	45
Zimbabwe	01/05/2021					7	35
Zimbabwe	01/05/2021						
Zimbabwe	02/05/2021					15	75
Zimbabwe	03/05/2021					16	80
Zimbabwe	02/05/2021					4	20
Zimbabwe	30/04/2021					190	950
Zimbabwe	29/04/2021					91	455
Zimbabwe	29/04/2021					17	85
Zimbabwe	29/04/2021						
Zimbabwe	29/04/2021					13	60
Zimbabwe	08/05/2021					17	85
Zimbabwe	30/04/2021					18	92
Zimbabwe	30/04/2021					10	55
Zimbabwe	30/04/2021					20	120
Zimbabwe	01/05/2021					26	165
Zimbabwe	01/05/2021					23	133
Zimbabwe	01/05/2021					20	103
Zimbabwe	01/05/2021					42	210
Zimbabwe	07/05/2021					12	87
Zimbabwe	07/05/2021					9	45
Zimbabwe	03/05/2021					27	135
Zimbabwe	03/05/2021						
Zimbabwe	02/05/2021					22	113
Zimbabwe	02/05/2021					94	470
Zimbabwe	03/05/2021					10	47
Zimbabwe	02/05/2021					42	210
Zimbabwe	03/05/2021					15	75
Zimbabwe	04/05/2021					42	234
Zimbabwe	04/05/2021					24	120
Zimbabwe	04/05/2021					20	105
Zimbabwe	04/05/2021					20	177
Zimbabwe	05/05/2021					21	115
Zimbabwe	05/05/2021					20	100
Zimbabwe	06/05/2021					22	110
Zimbabwe	05/05/2021					18	90
Zimbabwe	06/05/2021					24	120
Zimbabwe	30/04/2021						
Zimbabwe	02/05/2021					17	84
Zimbabwe	06/05/2021					60	300
Zimbabwe	03/05/2021					312	1307
Zimbabwe	04/05/2021					103	383
Zimbabwe	04/05/2021					82	382
Zimbabwe	03/05/2021						
Zimbabwe	05/05/2021					259	1178
Zimbabwe	02/05/2021					62	499
Zimbabwe	03/05/2021					297	1485
Zimbabwe	05/05/2021					158	657
Zimbabwe	01/05/2021					6	20
Zimbabwe	01/05/2021					15	495
Zimbabwe	01/05/2021					120	528
Zimbabwe	08/05/2021					275	1225
Zimbabwe	30/04/2021					167	885
Zimbabwe	02/05/2021					133	647
Zimbabwe	06/05/2021					55	263
Zimbabwe	06/05/2021					46	241
Zimbabwe	05/05/2021					68	323
Zimbabwe	29/04/2021					162	994
Zimbabwe	29/04/2021					125	713
Zimbabwe	29/04/2021					57	273
Zimbabwe	06/05/2021					446	2230
Zimbabwe	05/05/2021					72	430
Zimbabwe	07/05/2021					254	1394
Zimbabwe	06/05/2021					134	478
Zimbabwe	07/05/2021					48	240
Zimbabwe	05/05/2021					26	156
Zimbabwe	04/05/2021					142	1183
Zimbabwe	04/05/2021					222	1110
Zimbabwe	05/05/2021					302	1812
Zimbabwe	29/04/2021					156	533
Zimbabwe	06/05/2021					85	425
Zimbabwe	03/05/2021					230	230
Zimbabwe	01/05/2021					127	656
Zimbabwe	02/05/2021					611	3055
Zimbabwe	03/05/2021					125	625
Zimbabwe	08/05/2021					334	334
Zimbabwe	30/04/2021					139	404
Zimbabwe	08/05/2021					35	35
Zimbabwe	01/05/2021					104	776
Zimbabwe	02/05/2021					219	541
Zimbabwe	30/04/2021					117	595
Zimbabwe	08/05/2021					82	363
Zimbabwe	09/05/2021					58	290
Zimbabwe	09/05/2021					285	1973
Zimbabwe	09/05/2021					8	40
Zimbabwe	09/05/2021					95	95
Zimbabwe	30/04/2021						
Zimbabwe	30/04/2021					2	5
Zimbabwe	01/05/2021						
Zimbabwe	04/05/2021					4	4
Zimbabwe	04/05/2021						
Zimbabwe	02/05/2021						
Zimbabwe	03/05/2021						
Zimbabwe	03/05/2021					4	20
Zimbabwe	29/04/2021						
Zimbabwe	30/04/2021					3	6
Zimbabwe	01/05/2021						
Zimbabwe	30/04/2021						
Zimbabwe	01/05/2021					1	4
Zimbabwe	02/05/2021					1	4
Zimbabwe	02/05/2021						
Zimbabwe	03/05/2021						
Zimbabwe	03/05/2021						
Zimbabwe	03/05/2021						
Zimbabwe	02/05/2021					2	10
Zimbabwe	28/04/2021					2	10
Zimbabwe	29/04/2021					1	4
Zimbabwe	03/05/2021					29	145
Zimbabwe	01/05/2021						
Zimbabwe	01/05/2021						
Zimbabwe	02/05/2021					1	8
Zimbabwe	02/05/2021						
Zimbabwe	03/05/2021						
Zimbabwe	30/04/2021						
Zimbabwe	30/04/2021						
Zimbabwe	29/04/2021					2	2
Zimbabwe	01/05/2021					5	25
Zimbabwe	02/05/2021						
Zimbabwe	02/05/2021						
Zimbabwe	30/04/2021						
Zimbabwe	01/05/2021						
Zimbabwe	01/05/2021					5	25
Zimbabwe	29/04/2021						
Zimbabwe	28/04/2021						
Zimbabwe	29/04/2021					5	8
Zimbabwe	28/04/2021					5	5
Zimbabwe	01/05/2021					76	380
Zimbabwe	28/04/2021					1	5
Zimbabwe	29/04/2021					2	10
Zimbabwe	30/04/2021						
Zimbabwe	30/04/2021						
Zimbabwe	02/05/2021					6	30
Zimbabwe	29/04/2021					37	185
Zimbabwe	29/04/2021					2	2
Zimbabwe	30/04/2021					2	6
Zimbabwe	01/05/2021					7	14
Zimbabwe	30/04/2021					17	85
Zimbabwe	30/04/2021					29	145
Zimbabwe	28/04/2021					3	10
Zimbabwe	02/05/2021					1	1
Zimbabwe	02/05/2021					106	530
Zimbabwe	29/04/2021					1	8
Zimbabwe	03/05/2021					7	35
Zimbabwe	01/05/2021					9	45
Zimbabwe	30/04/2021						
Zimbabwe	30/04/2021					15	75
Zimbabwe	29/04/2021					8	40
Zimbabwe	29/04/2021					2	15
Zimbabwe	29/04/2021					27	135
Zimbabwe	30/04/2021					51	255
Zimbabwe	30/04/2021					3	3
Zimbabwe	01/05/2021					59	295
Zimbabwe	02/05/2021					5	25
Zimbabwe	03/05/2021					14	70
Zimbabwe	01/05/2021					7	35
Zimbabwe	03/05/2021						
Zimbabwe	02/05/2021					2	16
Zimbabwe	03/05/2021						
Zimbabwe	03/05/2021						
Zimbabwe	04/05/2021						
Zimbabwe	05/05/2021						
Zimbabwe	04/05/2021						
Zimbabwe	06/05/2021						
Zimbabwe	07/05/2021						
Zimbabwe	05/05/2021					9	46
Zimbabwe	06/05/2021						
Zimbabwe	06/05/2021						
Zimbabwe	03/05/2021						
Zimbabwe	30/04/2021						
Zimbabwe	29/04/2021					3	19
Zimbabwe	30/04/2021						
Zimbabwe	02/05/2021						
Zimbabwe	30/04/2021						
Zimbabwe	29/04/2021					10	50
Zimbabwe	03/05/2021						
Zimbabwe	29/04/2021					15	75
Zimbabwe	26/11/2021					46	230
Zimbabwe	27/11/2021					45	225
Zimbabwe	28/11/2021					44	220
Zimbabwe	29/11/2021					2	10
Zimbabwe	24/11/2021					41	205
Zimbabwe	26/11/2021					37	185
Zimbabwe	29/11/2021					37	185
Zimbabwe	26/11/2021					10	50
Zimbabwe	25/11/2021					10	70
Zimbabwe	29/11/2021					7	35
Zimbabwe	28/11/2021					37	185
Zimbabwe	24/11/2021						
Zimbabwe	26/11/2021					38	231
Zimbabwe	28/11/2021					25	124
Zimbabwe	01/12/2021					10	46
Zimbabwe	24/11/2021					100	504
Zimbabwe	14/11/2021					16	22
Zimbabwe	18/11/2021					1	3
Zimbabwe	16/11/2021					7	18
Zimbabwe	18/11/2021					5	32
Zimbabwe	12/11/2021					24	112
Zimbabwe	15/11/2021					8	40
Zimbabwe	13/11/2021						
Zimbabwe	13/11/2021					32	160
Zimbabwe	15/11/2021					5	25
Zimbabwe	17/11/2021					1	5
Zimbabwe	17/11/2021					5	25
Zimbabwe	17/11/2021					23	115
Zimbabwe	16/11/2021						
Mozambique	03/27/19	MOZ_S001	E. Secundaria Mutembe	Spontaneous	School	120	612
Mozambique	03/27/19	MOZ_S002	E. S. Matadouro	Planned	School	594	2512
Mozambique	03/27/19	MOZ_S003	E. S. AZEM	Spontaneous	School	5	22
Mozambique	03/27/19	MOZ_S004	E. S. Estoril	Spontaneous	School	30	125
Mozambique	03/27/19	MOZ_S005	E. S. 25 Setembro	Planned	School	42	244
Mozambique	03/27/19	MOZ_S006	E. Ind.  25 de Junho	Spontaneous	School	101	515
Mozambique	03/27/19	MOZ_S007	EPC Macurongo	Spontaneous	School	68	280
Mozambique	03/27/19	MOZ_S008	EPC Ndunda	Planned	School	366	555
Mozambique	03/27/19	MOZ_S009	EP Mungassa	Spontaneous	School	7	38
Mozambique	03/27/19	MOZ_S010	Muaby 2	Planned	School	341	582
Mozambique	03/27/19	MOZ_S011	E.p.c. Eduardo Mondlane	Spontaneous	School	290	1144
Mozambique	03/27/19	MOZ_S012	Posto de Nduda	Planned	Community Center	230	1173
Mozambique	03/27/19	MOZ_S013	Predio Mungassa	Spontaneous	Community Center	317	1617
Mozambique	03/27/19	MOZ_S014	E. P. C. Especial Numero 3	Spontaneous	School	85	434
Mozambique	03/27/19	MOZ_S015	E. 24 de Junho	Spontaneous	School	249	1268
Mozambique	03/27/19	MOZ_S016	E. A. Missora	Spontaneous	School	41	209
Mozambique	04/03/19	MOZ_S017	E. Esturo	Spontaneous	School	84	430
Mozambique	03/27/19	MOZ_S018	EPC Vaz	Spontaneous	School	60	304
Mozambique	03/27/19	MOZ_S019	Manga Loforte	Spontaneous	School	47	790
Mozambique	03/27/19	MOZ_S020	Muabvi 1	Spontaneous	School	239	1220
Mozambique	03/27/19	MOZ_S021	EPC Josina Machel	Spontaneous	School	367	1874
Mozambique	03/27/19	MOZ_S022	China HD	Spontaneous	School	35	180
Mozambique	03/27/19	MOZ_S023	EPC 25 de  Junho Munhava	Spontaneous	School	86	318
Mozambique	03/27/19	MOZ_S024	EPC Amilcar Cabral	Spontaneous	School	148	597
Mozambique	03/27/19	MOZ_S025	EPC Chota	Spontaneous	School	62	131
Mozambique	03/27/19	MOZ_S026	Centro de polio integrado a vitimas de violencia	Spontaneous	Community Center	106	410
Mozambique	03/26/19	MOZ_S027	EPC Agostinho Neto	Spontaneous	School	450	2297
Mozambique	03/26/19	MOZ_S028	Escola Eduardo Mondlane	Spontaneous	School	290	1612
Mozambique	03/26/19	MOZ_S029	EPC Herois Moçambicanos	Spontaneous	School	11	54
Mozambique	03/27/19	MOZ_S030	EPC Inhamizua	Spontaneous	School	45	215
Mozambique	03/27/19	MOZ_S031	EPC 25 de Junho	Spontaneous	School	88	318
Mozambique	03/28/19	MOZ_S032	EPC Palmeira	Spontaneous	School	135	266
Mozambique	04/29/19	MOZ_S001	ES Mutemba	Spontaneous	School	91	456
Mozambique	04/29/19	MOZ_S002	ES Matadouro	Spontaneous	School	594	2512
Mozambique	04/29/19	MOZ_S003	ES Azem	Spontaneous	School	6	30
Mozambique	04/29/19	MOZ_S004	ES Estoril	Spontaneous	School	30	125
Mozambique	04/29/19	MOZ_S005	ES 25 Setembro	Spontaneous	School	42	244
Mozambique	04/29/19	MOZ_S006	E Ind 25 de Junho	Spontaneous	School	101	515
Mozambique	04/29/19	MOZ_S007	EPC Macurongo	Spontaneous	School	16	52
Mozambique	04/29/19	MOZ_S008	EPC Nunda 1	Spontaneous	School	366	555
Mozambique	04/29/19	MOZ_S009	EP Mungassa	Spontaneous	School	7	38
Mozambique	04/29/19	MOZ_S010	EPC Muavi 2	Spontaneous	School	91	374
Mozambique	04/29/19	MOZ_S011	EPC Eduardo Mondlane 	Spontaneous	School	137	688
Mozambique	04/29/19	MOZ_S012	Posto de Ndunda	Spontaneous	Community Center	230	1173
Mozambique	04/29/19	MOZ_S013	Predio Mungassa Reis dos Reis	Spontaneous	Community Center	162	814
Mozambique	04/29/19	MOZ_S014	EPC Especial # 3	Spontaneous	School	85	434
Mozambique	04/29/19	MOZ_S015	H 24 de Julho	Spontaneous	Hospital	200	1304
Mozambique	04/29/19	MOZ_S016	EA EMissora	Spontaneous	School	42	77
Mozambique	04/29/19	MOZ_S017	E Esturo	Spontaneous	School	84	430
Mozambique	04/29/19	MOZ_S018	EPC Vaz	Spontaneous	School	60	247
Mozambique	04/29/19	MOZ_S019	Manga Loforte	Spontaneous	School	47	790
Mozambique	04/29/19	MOZ_S020	EPC Muavi 1	Spontaneous	School	268	760
Mozambique	04/29/19	MOZ_S021	EPC Josina Machel	Spontaneous	School	367	1874
Mozambique	04/29/19	MOZ_S022	China HD	Spontaneous	School	35	180
Mozambique	04/29/19	MOZ_S023	EPC M Central	Spontaneous	School	17	90
Mozambique	04/29/19	MOZ_S024	EOC Amilcar Cabral	Spontaneous	School	208	646
Mozambique	04/29/19	MOZ_S025	EPC Chota	Spontaneous	School	62	131
Mozambique	04/29/19	MOZ_S026	Centro de Vitima de Violencia	Spontaneous	Community Center	110	445
Mozambique	04/29/19	MOZ_S027	EPC Agostino Neto	Spontaneous	School	450	2297
Mozambique	04/29/19	MOZ_S028	Escola Mondlane (EP Pontagea)	Spontaneous	School	290	1612
Mozambique	04/29/19	MOZ_S029	EPC Herois Mozambicanos	Spontaneous	School	11	54
Mozambique	04/29/19	MOZ_S030	EPC Inhamizua	Spontaneous	School	45	215
Mozambique	04/29/19	MOZ_S031	EPC 25 de junho	Spontaneous	School	58	284
Mozambique	04/29/19	MOZ_S032	EPC Palmeira	Spontaneous	School	93	115
Mozambique	04/29/19	MOZ_S034	IFP Inhamizua	Planned	Temporary Relocation Site	93	374
Mozambique	04/29/19	MOZ_S035	Picoco	Planned	Temporary Relocation Site	704	3160
Mozambique	04/29/19	MOZ_S037	Sao Pedro Claver	Planned	Temporary Relocation Site	470	814
Mozambique	04/29/19	MOZ_S038	IFAPA 1	Planned	Temporary Relocation Site	340	1708
Mozambique	04/29/19	MOZ_S039	Terra Prometida	Spontaneous	Community Center	30	176
Mozambique	04/29/19	MOZ_S040	Antiga Emissora Radio	Spontaneous	Community Center	57	572
Mozambique	04/29/19	MOZ_S041	Igreja Adventista	Spontaneous	Community Center	28	104
Mozambique	04/29/19	MOZ_S043	ES Samora Machel	Planned	Temporary Relocation Site	138	408
Mozambique	04/29/19	MOZ_S050	Igreja metodista Dondo Moflor	Spontaneous	Other	30	162
Mozambique	04/29/19	MOZ_S051	Testemunha de jeova	Spontaneous	Other	93	328
Mozambique	04/29/19	MOZ_S052	Samora machel 2	Spontaneous	Other	103	409
Mozambique	04/29/19	MOZ_S053	Samora machel	Spontaneous	Other	371	1866
Mozambique	04/29/19	MOZ_S054	Salao do reino das testemunhas de jeova	Spontaneous	Community Center	98	332
Mozambique	04/29/19	MOZ_S055	Epc samora machel mafambisse	Spontaneous	Community Center	168	873
Mozambique	04/29/19	MOZ_S056	Epc chipinde	Spontaneous	School	190	950
Mozambique	04/29/19	MOZ_S057	Escola primaria completa 12 de Outubro	Spontaneous	School	17	104
Mozambique	04/29/19	MOZ_S058	Igreja metodista	Spontaneous	Other	20	80
Mozambique	04/29/19	MOZ_S059	Igreja metodista monte siluvo	Spontaneous	Other	20	102
Mozambique	04/29/19	MOZ_S061	EPC 12 de Outubro	Spontaneous	School	59	334
Mozambique	04/29/19	MOZ_S062	Vila sede	Spontaneous	Other	2697	13779
Mozambique	04/29/19	MOZ_S063	Escola secundária geral de Metuchira	Spontaneous	School	60	230
Mozambique	04/29/19	MOZ_S064	Otcha_Otcha	Spontaneous	Community Center	786	2380
Mozambique	04/29/19	MOZ_S065	Nhamatanda	Spontaneous	Community Center	870	1820
Mozambique	04/29/19	MOZ_S066	Jhon segredo	Spontaneous	Other	826	4130
Mozambique	04/29/19	MOZ_S067	Centro de acomodação Muda Nunes	Spontaneous	Community Center	2250	11250
Mozambique	04/29/19	MOZ_S068	Inchope Sede	Planned	Community Center	33	134
Mozambique	04/29/19	MOZ_S069	E.P.C zimpinga 2	Pre Identified Site/For Relocation	School	26	116
Mozambique	04/29/19	MOZ_S070	EPC inharongue	Spontaneous	Community Center	41	205
Mozambique	04/29/19	MOZ_S071	Munamicua	Spontaneous	Other	39	196
Mozambique	04/29/19	MOZ_S072	Círculo de interesse guara-guara	Spontaneous	Community Center	57	192
Mozambique	04/29/19	MOZ_S073	Escola secundária guara-guara	Spontaneous	School	423	2114
Mozambique	04/29/19	MOZ_S074	Landinho	Planned	Community Center	572	2793
Mozambique	04/29/19	MOZ_S075	Dugudiua	Pre Identified Site/For Relocation	Community Center	203	1035
Mozambique	04/29/19	MOZ_S076	Namitangurini	Planned	Community Center	470	2247
Mozambique	04/29/19	MOZ_S077	Nkganzo	Pre Identified Site/For Relocation	Community Center	82	417
Mozambique	04/29/19	MOZ_S078	Escola industrial de matundo	Planned	School	109	593
Mozambique	04/29/19	MOZ_S079	Inhanjou	Spontaneous	Other	275	1235
Mozambique	04/29/19	MOZ_S080	Degaja	Spontaneous	Other	164	820
Mozambique	04/29/19	MOZ_S081	Escola secundaria geral de bandua	Spontaneous	School	94	466
Mozambique	04/29/19	MOZ_S082	EPC de. Bandua	Spontaneous	School	125	622
Mozambique	04/29/19	MOZ_S083	Tribuna guara_guara	Spontaneous	School	139	666
Mozambique	04/29/19	MOZ_S084	Mussaia	Planned	Community Center	360	1936
Mozambique	04/29/19	MOZ_S085	Vila valdez peirerao	Planned	Community Center	754	3790
Mozambique	04/29/19	MOZ_S086	Canhuengue	Pre Identified Site/For Relocation	Community Center	97	490
Mozambique	04/29/19	MOZ_S087	Estaquinha sede	Spontaneous	School	358	1298
Mozambique	04/29/19	MOZ_S088	Matchemetche	Spontaneous	Other	182	910
Mozambique	04/29/19	MOZ_S089	EPC Guara_Guara	Spontaneous	School	37	131
Mozambique	04/29/19	MOZ_S090	Igreja catolica	Spontaneous	Other	31	109
Mozambique	04/29/19	MOZ_S091	Campo 11	Spontaneous	Other	192	843
Mozambique	04/29/19	MOZ_S092	Panducani	Planned	Community Center	103	508
Mozambique	04/29/19	MOZ_S093	Centro De Gerome	Spontaneous	Community Center	393	1554
Mozambique	04/29/19	MOZ_S094	Goonda  Modjaca	Spontaneous	School	72	360
Mozambique	04/29/19	MOZ_S095	Centro acomodacao chinhica mudala	Spontaneous	Other	709	3454
Mozambique	04/29/19	MOZ_S101	Gerone 	Spontaneous	Community Center	311	1555
Mozambique	04/29/19	MOZ_S102	Chinchica mudala	Spontaneous	Other	691	3454
Mozambique	04/29/19	MOZ_S103	Goonda Madjaca	Pre Identified Site/For Relocation	Other	72	360
Mozambique	04/29/19	MOZ_S104	Sambanzo	Spontaneous	Barangay Hall	815	4077
Mozambique	04/29/19	MOZ_S105	Manhandure	Spontaneous	Community Center	104	524
Mozambique	04/29/19	MOZ_S106	Machacuale	Spontaneous	Other	38	190
Mozambique	04/29/19	MOZ_S107	Maquina Dárué	Spontaneous	Other	157	785
Mozambique	04/29/19	MOZ_S108	Magaro	Spontaneous	Community Center	273	1365
Mozambique	04/29/19	MOZ_S109	Chau	Spontaneous	Community Center	137	737
Mozambique	04/29/19	MOZ_S110	Pambanissa	Spontaneous	Community Center	62	314
Mozambique	04/29/19	MOZ_S111	Javera	Spontaneous	Other	58	281
Mozambique	04/29/19	MOZ_S112	Zibua	Pre Identified Site/For Relocation	Other	75	346
Mozambique	04/29/19	MOZ_S113	Mucombe	Spontaneous	Community Center	34	264
Mozambique	04/29/19	MOZ_S114	Moquina	Spontaneous	Other	144	570
Mozambique	04/29/19	MOZ_S115	Nhanhemba	Planned	Other	430	2150
Mozambique	04/29/19	MOZ_S116	Madibunhana 	Spontaneous	Other	322	1610
Mozambique	04/29/19	MOZ_S117	Magueba 	Pre Identified Site/For Relocation	Other	42	210
Mozambique	04/29/19	MOZ_S118	Nhamississua	Planned	Other	45	225
Mozambique	04/29/19	MOZ_S119	Muocochiguedere	Spontaneous	Other	84	527
Mozambique	04/29/19	MOZ_S120	Tossene Choma	Spontaneous	Community Center	392	1510
Mozambique	04/29/19	MOZ_S121	Macocoe	Spontaneous	Other	119	595
Mozambique	04/29/19	MOZ_S122	Chiruca	Planned	Other	21	128
Mozambique	04/29/19	MOZ_S123	Bairro Da Unidade	Planned	Other	71	134
Mozambique	04/29/19	MOZ_S124	Gudza	Planned	Barangay Hall	144	867
Mozambique	04/29/19	MOZ_S125	Ngurue	Planned	Other	155	774
Mozambique	04/29/19	MOZ_S126	Muoha sede 	Spontaneous	Community Center	63	312
Mozambique	04/29/19	MOZ_S127	Minas Gerais 	Spontaneous	Community Center	101	505
Mozambique	04/29/19	MOZ_S128	Mauhama	Spontaneous	Other	83	428
Mozambique	04/29/19	MOZ_S129	Assikubatana mussenembe	Spontaneous	Community Center	4	14
Mozambique	04/29/19	MOZ_S130	Magaro	Spontaneous	Community Center	283	2780
Mozambique	04/29/19	MOZ_S131	Mutassa	Planned	Other	40	255
Mozambique	04/29/19	MOZ_S132	ECMED Sede	Spontaneous	Other	4	10
Mozambique	04/29/19	MOZ_S133	Mutarara 	Pre Identified Site/For Relocation	Community Center	257	1287
Mozambique	04/26/19	MOZ_S055	Epc samora machel mafambisse	Accomodation Center	School	261	647
Mozambique	04/26/19	MOZ_S050	Igreja metodista Dondo Moflor	Accomodation Center	Church	20	67
Mozambique	04/26/19	MOZ_S072	Círculo de interesse guara-guara	Accomodation Center	School	37	131
Mozambique	04/26/19	MOZ_S073	Escola secundária guara-guara	Accomodation Center	School	423	114
Mozambique	04/26/19	MOZ_S003	ES Azem	Accomodation Center	School	3	17
Mozambique	04/26/19	MOZ_S090	Igreja catolica	Accomodation Center	Church	31	109
Mozambique	04/26/19	MOZ_S038	IFAPA 1	Accomodation Center	School	368	1080
Mozambique	04/26/19	MOZ_R052	Centro de interesse	Resettlement Site	School	57	192
Mozambique	04/26/19	MOZ_S083	Tribuna guara_guara	Accomodation Center	Community Center	139	666
Mozambique	04/26/19	MOZ_S035	Picoco	Accomodation Center	Planned camp	400	2000
Mozambique	04/26/19	MOZ_S052	Samora machel 2	Accomodation Center	Open air site	738	3670
Mozambique	04/26/19	MOZ_S037	Sao Pedro Claver	Accomodation Center	Planned camps	165	526
Mozambique	04/26/19	MOZ_S034	IFP Inhamizua	Accomodation Center	Planned camps	46	230
Mozambique	04/26/19	MOZ_S043	ES Samora Machel	Accomodation Center	Planned camps	275	860
Mozambique	04/26/19	MOZ_S041	Igreja Adventista	Accomodation Center	Church	7	29
Mozambique	04/26/19	MOZ_S010	EPC Muavi 2	Accomodation Center	School	13	59
Mozambique	04/26/19	MOZ_S023	EPC M Central	Accomodation Center	School	7	38
Mozambique	04/26/19	MOZ_S051	Testemunha de jeova	Accomodation Center	Religious buildings	48	136
Mozambique	04/26/19	MOZ_S091	Campo 11	Accomodation Center	Open air site	192	843
Mozambique	04/26/19	MOZ_S056	Epc chipinde	Accomodation Center	School	243	1215
Mozambique	04/28/19	MOZ_S063	Escola secundária geral de Metuchira	Accomodation Center	Open air site	60	230
Mozambique	04/28/19	MOZ_R047	Magaro	Resettlement Site	Ressetlement site 	281	1340
Mozambique	04/28/19	MOZ_S133	Mutarara 	Accomodation Center	Ressetlement site 	181	712
Mozambique	04/28/19	MOZ_S127	Minas Gerais 	Accomodation Center	Private house	8	48
Mozambique	04/28/19	MOZ_S062	Vila sede	Accomodation Center	Open air site	450	1686
Mozambique	04/28/19	MOZ_S113	Mucombe	Accomodation Center	Ressetlement site 	34	264
Mozambique	04/28/19	MOZ_S064	Otcha_Otcha	Accomodation Center	Other	0	0
Mozambique	04/28/19	MOZ_S032	EPC Palmeira	Accomodation Center	School	20	98
Mozambique	04/28/19	MOZ_S057	Escola primaria completa 12 de Outubro	Accomodation Center	Open air site	17	102
Mozambique	04/28/19	MOZ_R050	Muawa	Resettlement Site	Ressetlement site 	225	1054
Mozambique	04/28/19	MOZ_S123	Bairro unidade	Accomodation Center	Ressetlement site 	301	1505
Mozambique	04/30/19	MOZ_S070	EPC inharongue	Accomodation Center	Open air site	64	297
Mozambique	04/30/19	MOZ_R028	Bandua	Resettlement Site	Ressetlement site 	560	2413
Mozambique	04/30/19	MOZ_S071	Munamicua	Accomodation Center	Open air site	42	245
